Date,Store ID,Product ID,Forecast
2022-01-01,S001,P0001,107.75245512336343
2022-01-02,S001,P0001,116.24701073955717
2022-01-03,S001,P0001,94.02006833424105
2022-01-04,S001,P0001,98.86734458841488
2022-01-05,S001,P0001,111.95933095680601
2022-01-06,S001,P0001,118.65425602792564
2022-01-07,S001,P0001,119.01271038497902
2022-01-08,S001,P0001,112.57820790069238
2022-01-09,S001,P0001,122.43928492816906
2022-01-10,S001,P0001,101.40733444265689
2022-01-11,S001,P0001,107.26557485707276
2022-01-12,S001,P0001,121.17655723120376
2022-01-13,S001,P0001,128.49520328672168
2022-01-14,S001,P0001,129.28339852458572
2022-01-15,S001,P0001,123.0904157856625
2022-01-16,S001,P0001,133.0147745135785
2022-01-17,S001,P0001,111.8817388697948
2022-01-18,S001,P0001,117.49186269522853
2022-01-19,S001,P0001,131.02799529612426
2022-01-20,S001,P0001,137.86775249041824
2022-01-21,S001,P0001,138.09749072734675
2022-01-22,S001,P0001,131.29207433940712
2022-01-23,S001,P0001,140.5760567606957
2022-01-24,S001,P0001,118.8004949569939
2022-01-25,S001,P0001,123.79082129670418
2022-01-26,S001,P0001,136.75320287805928
2022-01-27,S001,P0001,143.0864081388657
2022-01-28,S001,P0001,142.89523307801997
2022-01-29,S001,P0001,135.7697903210827
2022-01-30,S001,P0001,144.84629346349047
2022-01-31,S001,P0001,122.98356565713523
2022-02-01,S001,P0001,128.0107042824667
2022-02-02,S001,P0001,141.13333701314414
2022-02-03,S001,P0001,147.74549200561432
2022-02-04,S001,P0001,147.94313485796926
2022-02-05,S001,P0001,141.30367339204844
2022-02-06,S001,P0001,150.94705798228756
2022-02-07,S001,P0001,129.71269926784126
2022-02-08,S001,P0001,135.40762569550995
2022-02-09,S001,P0001,149.21330473670267
2022-02-10,S001,P0001,156.49813723889818
2022-02-11,S001,P0001,157.33166276864918
2022-02-12,S001,P0001,151.26476104178667
2022-02-13,S001,P0001,161.3914603948531
2022-02-14,S001,P0001,140.52655795262731
2022-02-15,S001,P0001,146.45445674192612
2022-02-16,S001,P0001,160.336626795905
2022-02-17,S001,P0001,167.52468370572348
2022-02-18,S001,P0001,168.07443493851227
2022-02-19,S001,P0001,161.52852937259365
2022-02-20,S001,P0001,170.97658236691194
2022-02-21,S001,P0001,149.23369904932142
2022-02-22,S001,P0001,154.08943063393906
2022-02-23,S001,P0001,166.71523931352448
2022-02-24,S001,P0001,172.47746367707865
2022-02-25,S001,P0001,171.45180896422522
2022-02-26,S001,P0001,163.20363802276478
2022-02-27,S001,P0001,170.84966927817658
2022-02-28,S001,P0001,147.2352864519092
2022-03-01,S001,P0001,150.18287013423364
2022-03-02,S001,P0001,160.8985678078606
2022-03-03,S001,P0001,164.7845098466447
2022-03-04,S001,P0001,161.95251281462924
2022-03-05,S001,P0001,152.00356399388747
2022-03-06,S001,P0001,158.08871213632165
2022-03-07,S001,P0001,133.0855880481773
2022-03-08,S001,P0001,134.84598371997143
2022-03-09,S001,P0001,144.6019244956191
2022-03-10,S001,P0001,147.77725856166
2022-03-11,S001,P0001,144.5008202865377
2022-03-12,S001,P0001,134.38547462308466
2022-03-13,S001,P0001,140.58867859835317
2022-03-14,S001,P0001,115.98879200353329
2022-03-15,S001,P0001,118.43257174197988
2022-03-16,S001,P0001,129.14128718744078
2022-03-17,S001,P0001,133.52248069403873
2022-03-18,S001,P0001,131.68342665757314
2022-03-19,S001,P0001,123.21059027081786
2022-03-20,S001,P0001,131.23071312300502
2022-03-21,S001,P0001,108.5877462722179
2022-03-22,S001,P0001,113.09105143388732
2022-03-23,S001,P0001,125.92229179138776
2022-03-24,S001,P0001,132.44801908744873
2022-03-25,S001,P0001,132.73399167890688
2022-03-26,S001,P0001,126.32550519232102
2022-03-27,S001,P0001,136.30934310667456
2022-03-28,S001,P0001,115.49154822016703
2022-03-29,S001,P0001,121.64641659964113
2022-03-30,S001,P0001,135.9241175557946
2022-03-31,S001,P0001,143.6639298566485
2022-04-01,S001,P0001,144.90911432186113
2022-04-02,S001,P0001,139.18769215901108
2022-04-03,S001,P0001,149.57472663606845
2022-04-04,S001,P0001,128.87030210109984
2022-04-05,S001,P0001,134.84859794288232
2022-04-06,S001,P0001,148.6654600559437
2022-04-07,S001,P0001,155.67146210248637
2022-04-08,S001,P0001,155.92648175689777
2022-04-09,S001,P0001,148.9800691972641
2022-04-10,S001,P0001,157.93321597673557
2022-04-11,S001,P0001,135.61573119252873
2022-04-12,S001,P0001,139.83463749089393
2022-04-13,S001,P0001,151.78100607801719
2022-04-14,S001,P0001,156.84224086064503
2022-04-15,S001,P0001,155.11585553865697
2022-04-16,S001,P0001,146.18903985423972
2022-04-17,S001,P0001,153.19964192464937
2022-04-18,S001,P0001,129.01279174539707
2022-04-19,S001,P0001,131.4685954998307
2022-04-20,S001,P0001,141.7883354528017
2022-04-21,S001,P0001,145.38619928957826
2022-04-22,S001,P0001,142.38259426111784
2022-04-23,S001,P0001,132.38335141200446
2022-04-24,S001,P0001,138.54045321755763
2022-04-25,S001,P0001,113.72851330982665
2022-04-26,S001,P0001,115.79243865860758
2022-04-27,S001,P0001,125.95370686546505
2022-04-28,S001,P0001,129.62227755357046
2022-04-29,S001,P0001,126.91018574251129
2022-04-30,S001,P0001,117.41111264952005
2022-05-01,S001,P0001,124.2615553239435
2022-05-02,S001,P0001,100.3178101630755
2022-05-03,S001,P0001,103.40418568775483
2022-05-04,S001,P0001,114.71986133591636
2022-05-05,S001,P0001,119.65139487531422
2022-05-06,S001,P0001,118.28690992277488
2022-05-07,S001,P0001,110.19624302606704
2022-05-08,S001,P0001,118.49265660565675
2022-05-09,S001,P0001,96.01031894164855
2022-05-10,S001,P0001,100.55295437670097
2022-05-11,S001,P0001,113.30107023728337
2022-05-12,S001,P0001,119.62475504818276
2022-05-13,S001,P0001,119.59807392714295
2022-05-14,S001,P0001,112.77933757774802
2022-05-15,S001,P0001,122.27285075731365
2022-05-16,S001,P0001,100.9063435922715
2022-05-17,S001,P0001,106.47949361188228
2022-05-18,S001,P0001,120.1709520600416
2022-05-19,S001,P0001,127.35087824364987
2022-05-20,S001,P0001,128.0950188277095
2022-05-21,S001,P0001,121.96462101714363
2022-05-22,S001,P0001,132.06779913806753
2022-05-23,S001,P0001,111.23657231841
2022-05-24,S001,P0001,117.27499574659022
2022-05-25,S001,P0001,131.3658134646709
2022-05-26,S001,P0001,138.88265024609984
2022-05-27,S001,P0001,139.9037922034772
2022-05-28,S001,P0001,133.9918563581893
2022-05-29,S001,P0001,144.25497817776574
2022-05-30,S001,P0001,123.52374217893897
2022-05-31,S001,P0001,129.5992831070292
2022-06-01,S001,P0001,143.6599881839257
2022-06-02,S001,P0001,151.07381786347787
2022-06-03,S001,P0001,151.9122919789542
2022-06-04,S001,P0001,145.73043614871875
2022-06-05,S001,P0001,155.62830959794178
2022-06-06,S001,P0001,134.42832936916804
2022-06-07,S001,P0001,139.92380629575035
2022-06-08,S001,P0001,153.2861094176383
2022-06-09,S001,P0001,159.87746117256322
2022-06-10,S001,P0001,159.76539427914412
2022-06-11,S001,P0001,152.50314880473047
2022-06-12,S001,P0001,161.19161428384
2022-06-13,S001,P0001,138.6570161262153
2022-06-14,S001,P0001,142.69974699848785
2022-06-15,S001,P0001,154.50174666758963
2022-06-16,S001,P0001,159.43942136486572
2022-06-17,S001,P0001,157.59812461674224
2022-06-18,S001,P0001,148.5524716781827
2022-06-19,S001,P0001,155.42808894862273
2022-06-20,S001,P0001,131.07899717106056
2022-06-21,S001,P0001,133.33603180323493
2022-06-22,S001,P0001,143.41370990599563
2022-06-23,S001,P0001,146.7225435489646
2022-06-24,S001,P0001,143.38283353266868
2022-06-25,S001,P0001,133.0042300937121
2022-06-26,S001,P0001,138.74667885275966
2022-06-27,S001,P0001,113.49696964719249
2022-06-28,S001,P0001,115.1163119835143
2022-06-29,S001,P0001,124.84636780523506
2022-06-30,S001,P0001,128.12076339192564
2022-07-01,S001,P0001,125.07813590280573
2022-07-02,S001,P0001,115.34102227786906
2022-07-03,S001,P0001,122.07622856329701
2022-07-04,S001,P0001,98.17091532933743
2022-07-05,S001,P0001,101.4798386517281
2022-07-06,S001,P0001,113.23119033640076
2022-07-07,S001,P0001,118.83806904108167
2022-07-08,S001,P0001,118.41164415920194
2022-07-09,S001,P0001,111.5403228865132
2022-07-10,S001,P0001,121.35055721218758
2022-07-11,S001,P0001,100.68352147944876
2022-07-12,S001,P0001,107.343090919124
2022-07-13,S001,P0001,122.50255209987132
2022-07-14,S001,P0001,131.51706069816572
2022-07-15,S001,P0001,134.43788904838937
2022-07-16,S001,P0001,130.7927516579034
2022-07-17,S001,P0001,143.64782109390822
2022-07-18,S001,P0001,125.7856386089863
2022-07-19,S001,P0001,134.95432268103536
2022-07-20,S001,P0001,152.2754786373464
2022-07-21,S001,P0001,163.05779718298325
2022-07-22,S001,P0001,167.3123575538441
2022-07-23,S001,P0001,164.53389823180578
2022-07-24,S001,P0001,177.76364449776557
2022-07-25,S001,P0001,159.76787675382255
2022-07-26,S001,P0001,168.28762556874082
2022-07-27,S001,P0001,184.44688305972562
2022-07-28,S001,P0001,193.56630890066037
2022-07-29,S001,P0001,195.6784414472802
2022-07-30,S001,P0001,190.30867616003806
2022-07-31,S001,P0001,200.53760437681788
2022-08-01,S001,P0001,179.17890463876398
2022-08-02,S001,P0001,184.02818514716859
2022-08-03,S001,P0001,196.27018366721006
2022-08-04,S001,P0001,201.2913236205108
2022-08-05,S001,P0001,199.19366059721472
2022-08-06,S001,P0001,189.57450797938384
2022-08-07,S001,P0001,195.5873634161279
2022-08-08,S001,P0001,170.11835856941767
2022-08-09,S001,P0001,171.03366176155254
2022-08-10,S001,P0001,179.58527103177613
2022-08-11,S001,P0001,181.22222694700133
2022-08-12,S001,P0001,176.1033087101007
2022-08-13,S001,P0001,163.8755296081935
2022-08-14,S001,P0001,167.73407829173493
2022-08-15,S001,P0001,140.59794988460408
2022-08-16,S001,P0001,140.3567144656071
2022-08-17,S001,P0001,148.2758742547621
2022-08-18,S001,P0001,149.80784826757554
2022-08-19,S001,P0001,145.1046527800896
2022-08-20,S001,P0001,133.7965937104381
2022-08-21,S001,P0001,139.05261274211702
2022-08-22,S001,P0001,113.75652190110155
